userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,content_casefold,content_tokenized,content_stemmed,content_filtered,label
Na lia,"kenapa cuman 2 offline nya? mau ambil premium, tapi cerita di wattpad sekarang harus ke aplikasi lain dan berbayar lagi, ini mah gak guna jdi premium di wattpad. ujung²nya ada sebagian cerita di jual penulisnya (dijadiin bahan jualan) njir makin lama nih apk makin gk enak untuk baca novel. mau baca secara online iklan banyak bangat, setiap pindah halaman selalu iklan🗿🗿",1,11.15.1,2025-10-02 14:59:54,,,"kenapa cuman 2 offline nya? mau ambil premium, tapi cerita di wattpad sekarang harus ke aplikasi lain dan berbayar lagi, ini mah gak guna jdi premium di wattpad. ujung²nya ada sebagian cerita di jual penulisnya (dijadiin bahan jualan) njir makin lama nih apk makin gk enak untuk baca novel. mau baca secara online iklan banyak bangat, setiap pindah halaman selalu iklan🗿🗿","['kenapa', 'cuma', 'offline', 'nya', 'mau', 'ambil', 'premium', 'tapi', 'cerita', 'di', 'wattpad', 'sekarang', 'harus', 'ke', 'aplikasi', 'lain', 'dan', 'berbayar', 'lagi', 'ini', 'mah', 'tidak', 'guna', 'jadi', 'premium', 'di', 'wattpad', 'ujung', 'nya', 'ada', 'sebagian', 'cerita', 'di', 'jual', 'penulisnya', 'dijadiin', 'bahan', 'jualan', 'njir', 'makin', 'lama', 'nih', 'aplikasi', 'makin', 'tidak', 'enak', 'untuk', 'baca', 'novel', 'mau', 'baca', 'secara', 'online', 'iklan', 'banyak', 'bangat', 'setiap', 'pindah', 'halaman', 'selalu', 'iklan']","['kenapa', 'cuma', 'offline', 'nya', 'mau', 'ambil', 'premium', 'tapi', 'cerita', 'di', 'wattpad', 'sekarang', 'harus', 'ke', 'aplikasi', 'lain', 'dan', 'bayar', 'lagi', 'ini', 'mah', 'tidak', 'guna', 'jadi', 'premium', 'di', 'wattpad', 'ujung', 'nya', 'ada', 'bagi', 'cerita', 'di', 'jual', 'tulis', 'dijadiin', 'bahan', 'jual', 'njir', 'makin', 'lama', 'nih', 'aplikasi', 'makin', 'tidak', 'enak', 'untuk', 'baca', 'novel', 'mau', 'baca', 'cara', 'online', 'iklan', 'banyak', 'bangat', 'tiap', 'pindah', 'halaman', 'selalu', 'iklan']","['offline', 'ambil', 'premium', 'cerita', 'bayar', 'premium', 'ujung', 'cerita', 'jual', 'tulis', 'dijadiin', 'bahan', 'jual', 'njir', 'lama', 'enak', 'baca', 'novel', 'baca', 'online', 'iklan', 'bangat', 'halaman', 'iklan']",negative
Salwa Rajib,kenapa sering bug.. padahal jaringan bagus tolong di perbaiki,1,11.15.1,2025-10-02 14:56:12,,,kenapa sering bug.. padahal jaringan bagus tolong di perbaiki,"['kenapa', 'sering', 'bug', 'padahal', 'jaringan', 'bagus', 'tolong', 'di', 'perbaiki']","['kenapa', 'sering', 'bug', 'padahal', 'jaring', 'bagus', 'tolong', 'di', 'baik']","['bug', 'jaring', 'baik']",negative
Mueji Ejy,"bagus bgt, approve 🤩🤩🤩🤩🤩",5,11.15.1,2025-10-02 14:16:04,,,"bagus bgt, approve 🤩🤩🤩🤩🤩","['bagus', 'banget', 'approve']","['bagus', 'banget', 'approve']",['approve'],positive
Na An,kenapa gk bisa daftar si wattpad nya ada masalah kah udh dua hari coba daftar wattpad tapi gk bisa bisa anjay gimana,5,11.15.1,2025-10-02 13:10:09,,,kenapa gk bisa daftar si wattpad nya ada masalah kah udh dua hari coba daftar wattpad tapi gk bisa bisa anjay gimana,"['kenapa', 'tidak', 'bisa', 'daftar', 'si', 'wattpad', 'nya', 'ada', 'masalah', 'kah', 'sudah', 'dua', 'hari', 'coba', 'daftar', 'wattpad', 'tapi', 'tidak', 'bisa', 'bisa', 'anjay', 'gimana']","['kenapa', 'tidak', 'bisa', 'daftar', 'si', 'wattpad', 'nya', 'ada', 'masalah', 'kah', 'sudah', 'dua', 'hari', 'coba', 'daftar', 'wattpad', 'tapi', 'tidak', 'bisa', 'bisa', 'anjay', 'gimana']","['daftar', 'masalah', 'daftar', 'anjay']",positive
Siti nur Khflh,makin hari makin bug masak disuruh daftar berkali kali terus saat daftar gak bisa,1,,2025-10-02 12:42:01,,,makin hari makin bug masak disuruh daftar berkali kali terus saat daftar gak bisa,"['makin', 'hari', 'makin', 'bug', 'masak', 'disuruh', 'daftar', 'berkali', 'kali', 'terus', 'saat', 'daftar', 'tidak', 'bisa']","['makin', 'hari', 'makin', 'bug', 'masak', 'suruh', 'daftar', 'kali', 'kali', 'terus', 'saat', 'daftar', 'tidak', 'bisa']","['bug', 'masak', 'daftar', 'daftar']",negative
afifahhusna Zaharani,"baguss sii, tapi kenapa sekarang ga bisa masuk ke aplikasi nyaa",3,11.15.1,2025-10-02 11:30:43,,,"baguss sii, tapi kenapa sekarang ga bisa masuk ke aplikasi nyaa","['bagus', 'sii', 'tapi', 'kenapa', 'sekarang', 'tidak', 'bisa', 'masuk', 'ke', 'aplikasi', 'nyaa']","['bagus', 'sii', 'tapi', 'kenapa', 'sekarang', 'tidak', 'bisa', 'masuk', 'ke', 'aplikasi', 'nyaa']","['sii', 'masuk', 'nyaa']",neutral
Herman Lanang,aplikasinya bagus untuk orng suka membaca dan menulis.aku sngt suka aplikasinya karena aku bisa berimajinasi dan aku sangat suka fiksi.,5,,2025-10-02 11:14:43,,,aplikasinya bagus untuk orng suka membaca dan menulis.aku sngt suka aplikasinya karena aku bisa berimajinasi dan aku sangat suka fiksi.,"['tolong', 'as', 'in', 'iya', 'bagus', 'untuk', 'orng', 'suka', 'membaca', 'dan', 'menulis', 'aku', 'sngt', 'suka', 'tolong', 'as', 'in', 'iya', 'karena', 'aku', 'bisa', 'beri', 'majin', 'as', 'dan', 'aku', 'sangat', 'suka', 'fiksi']","['tolong', 'as', 'in', 'iya', 'bagus', 'untuk', 'orng', 'suka', 'baca', 'dan', 'tulis', 'aku', 'sngt', 'suka', 'tolong', 'as', 'in', 'iya', 'karena', 'aku', 'bisa', 'beri', 'majin', 'as', 'dan', 'aku', 'sangat', 'suka', 'fiksi']","['as', 'in', 'orng', 'suka', 'baca', 'tulis', 'sngt', 'suka', 'as', 'in', 'majin', 'as', 'suka', 'fiksi']",positive
R.Cleo.A Rui (Rin),"aplikasi nya sudah bagus, ada fitur baca offline sama bagain untuk nulisnya juga sudah lengkap. untuk membaca dan menulis sudah bagus. tapi tolong untuk bagian memasang Poto profil dan juga kalo bagian mau masukan Poto/gambar ke cerita/bab, sediakan fitur crop(menyesuaikan ukuran) biar kami para penulis lebih mudah untuk mengembangkan cerita.",5,11.14.1,2025-10-02 09:59:24,,,"aplikasi nya sudah bagus, ada fitur baca offline sama bagain untuk nulisnya juga sudah lengkap. untuk membaca dan menulis sudah bagus. tapi tolong untuk bagian memasang poto profil dan juga kalo bagian mau masukan poto/gambar ke cerita/bab, sediakan fitur crop(menyesuaikan ukuran) biar kami para penulis lebih mudah untuk mengembangkan cerita.","['aplikasi', 'nya', 'sudah', 'bagus', 'ada', 'fitur', 'baca', 'offline', 'sama', 'bagain', 'untuk', 'nulisnya', 'juga', 'sudah', 'lengkap', 'untuk', 'membaca', 'dan', 'menulis', 'sudah', 'bagus', 'tapi', 'tolong', 'untuk', 'bagian', 'memasang', 'poto', 'profil', 'dan', 'juga', 'kalau', 'bagian', 'mau', 'masukan', 'poto', 'gambar', 'ke', 'cerita', 'bab', 'sediakan', 'fitur', 'crop', 'men', 'yes', 'uai', 'kan', 'ukuran', 'biar', 'kami', 'para', 'penulis', 'lebih', 'mudah', 'untuk', 'men', 'gem', 'bang', 'kan', 'cerita']","['aplikasi', 'nya', 'sudah', 'bagus', 'ada', 'fitur', 'baca', 'offline', 'sama', 'bagain', 'untuk', 'nulisnya', 'juga', 'sudah', 'lengkap', 'untuk', 'baca', 'dan', 'tulis', 'sudah', 'bagus', 'tapi', 'tolong', 'untuk', 'bagi', 'pasang', 'poto', 'profil', 'dan', 'juga', 'kalau', 'bagi', 'mau', 'masuk', 'poto', 'gambar', 'ke', 'cerita', 'bab', 'sedia', 'fitur', 'crop', 'men', 'yes', 'uai', 'kan', 'ukur', 'biar', 'kami', 'para', 'tulis', 'lebih', 'mudah', 'untuk', 'men', 'gem', 'bang', 'kan', 'cerita']","['fitur', 'baca', 'offline', 'bagain', 'nulisnya', 'lengkap', 'baca', 'tulis', 'pasang', 'poto', 'profil', 'masuk', 'poto', 'gambar', 'cerita', 'bab', 'fitur', 'crop', 'yes', 'uai', 'ukur', 'tulis', 'gem', 'bang', 'cerita']",positive
lunargynaíka,"aplikasi ini selalu saja ada masalah dalam proses revisi cerita. mau menyimpan revisi yang baru saja kita kerjakan malah ada tulisan ""pengeditan bab ini berasal dari perangkat lain dan bertentangan dengan pengeditan yang kamu buat di perangkat ini. silahkan pilih revisi yang ingin kamu simpan"". itu adalah hal yang sangat mengesalkan, karena ya saya nulis di perangkat yang sama. mau dipulihkan berkali kali revisinya juga itu pengumuman muncul berkali kali dan bikin frustasi, udah rusak nih apk.",1,,2025-10-02 08:48:29,,,"aplikasi ini selalu saja ada masalah dalam proses revisi cerita. mau menyimpan revisi yang baru saja kita kerjakan malah ada tulisan ""pengeditan bab ini berasal dari perangkat lain dan bertentangan dengan pengeditan yang kamu buat di perangkat ini. silahkan pilih revisi yang ingin kamu simpan"". itu adalah hal yang sangat mengesalkan, karena ya saya nulis di perangkat yang sama. mau dipulihkan berkali kali revisinya juga itu pengumuman muncul berkali kali dan bikin frustasi, udah rusak nih apk.","['aplikasi', 'ini', 'selalu', 'saja', 'ada', 'masalah', 'dalam', 'proses', 'revisi', 'cerita', 'mau', 'menyimpan', 'revisi', 'yang', 'baru', 'saja', 'kita', 'kerjakan', 'malah', 'ada', 'tulisan', 'pengeditan', 'bab', 'ini', 'berasal', 'dari', 'perangkat', 'lain', 'dan', 'ber', 'tentang', 'an', 'dengan', 'pengeditan', 'yang', 'kamu', 'buat', 'di', 'perangkat', 'ini', 'silahkan', 'pilih', 'revisi', 'yang', 'ingin', 'kamu', 'simpan', 'itu', 'adalah', 'hal', 'yang', 'sangat', 'menges', 'alkan', 'karena', 'iya', 'saya', 'nulis', 'di', 'perangkat', 'yang', 'sama', 'mau', 'dipulihkan', 'berkali', 'kali', 'revisinya', 'juga', 'itu', 'pengumuman', 'muncul', 'berkali', 'kali', 'dan', 'bikin', 'frustasi', 'sudah', 'rusak', 'nih', 'aplikasi']","['aplikasi', 'ini', 'selalu', 'saja', 'ada', 'masalah', 'dalam', 'proses', 'revisi', 'cerita', 'mau', 'simpan', 'revisi', 'yang', 'baru', 'saja', 'kita', 'kerja', 'malah', 'ada', 'tulis', 'edit', 'bab', 'ini', 'asal', 'dari', 'perangkat', 'lain', 'dan', 'ber', 'tentang', 'an', 'dengan', 'edit', 'yang', 'kamu', 'buat', 'di', 'perangkat', 'ini', 'silah', 'pilih', 'revisi', 'yang', 'ingin', 'kamu', 'simpan', 'itu', 'adalah', 'hal', 'yang', 'sangat', 'es', 'alkan', 'karena', 'iya', 'saya', 'nulis', 'di', 'perangkat', 'yang', 'sama', 'mau', 'pulih', 'kali', 'kali', 'revisi', 'juga', 'itu', 'umum', 'muncul', 'kali', 'kali', 'dan', 'bikin', 'frustasi', 'sudah', 'rusak', 'nih', 'aplikasi']","['masalah', 'proses', 'revisi', 'cerita', 'simpan', 'revisi', 'tulis', 'edit', 'bab', 'asal', 'perangkat', 'an', 'edit', 'perangkat', 'silah', 'revisi', 'simpan', 'es', 'alkan', 'nulis', 'perangkat', 'pulih', 'revisi', 'umum', 'frustasi', 'rusak']",negative
Nuril Chairun Nihwa,"Kirain update terus itu bug nya berkurang, tapi malah makin parah. Setiap mau baca up cerita terbaru selalu keluar apk dan itu berulang kali. Tolong ya untuk kedepannya perbaiki apk nya lebih baik lagi",3,11.15.1,2025-10-02 08:31:03,,,"kirain update terus itu bug nya berkurang, tapi malah makin parah. setiap mau baca up cerita terbaru selalu keluar apk dan itu berulang kali. tolong ya untuk kedepannya perbaiki apk nya lebih baik lagi","['kirain', 'update', 'terus', 'itu', 'bug', 'nya', 'berkurang', 'tapi', 'malah', 'makin', 'parah', 'setiap', 'mau', 'baca', 'up', 'cerita', 'terbaru', 'selalu', 'keluar', 'aplikasi', 'dan', 'itu', 'berulang', 'kali', 'tolong', 'iya', 'untuk', 'kedepannya', 'perbaiki', 'aplikasi', 'nya', 'lebih', 'baik', 'lagi']","['kirain', 'update', 'terus', 'itu', 'bug', 'nya', 'kurang', 'tapi', 'malah', 'makin', 'parah', 'tiap', 'mau', 'baca', 'up', 'cerita', 'baru', 'selalu', 'keluar', 'aplikasi', 'dan', 'itu', 'ulang', 'kali', 'tolong', 'iya', 'untuk', 'depan', 'baik', 'aplikasi', 'nya', 'lebih', 'baik', 'lagi']","['kirain', 'update', 'bug', 'baca', 'up', 'cerita', 'keluar', 'baik', 'baik']",neutral
Karina Karin,aku suka apk ini,5,11.13.0,2025-10-02 08:28:40,,,aku suka apk ini,"['aku', 'suka', 'aplikasi', 'ini']","['aku', 'suka', 'aplikasi', 'ini']",['suka'],positive
Mira Ana,"Apk nya Wp cukup bagus tpi gtw ya knp akhir"" ini suka ngelag kadang keluar akun sendiri. tolong cpt diperbaiki ya!!!",1,,2025-10-02 05:54:48,,,"apk nya wp cukup bagus tpi gtw ya knp akhir"" ini suka ngelag kadang keluar akun sendiri. tolong cpt diperbaiki ya!!!","['aplikasi', 'nya', 'wattpad', 'cukup', 'bagus', 'tapi', 'gtw', 'iya', 'kenapa', 'akhir', 'ini', 'suka', 'lag', 'kadang', 'keluar', 'akun', 'sendiri', 'tolong', 'cpt', 'diperbaiki', 'iya']","['aplikasi', 'nya', 'wattpad', 'cukup', 'bagus', 'tapi', 'gtw', 'iya', 'kenapa', 'akhir', 'ini', 'suka', 'lag', 'kadang', 'keluar', 'akun', 'sendiri', 'tolong', 'cpt', 'baik', 'iya']","['gtw', 'akhir', 'suka', 'lag', 'keluar', 'akun', 'cpt', 'baik']",negative
Kheila Kheila,suka banget,5,11.15.1,2025-10-02 05:54:14,,,suka banget,"['suka', 'banget']","['suka', 'banget']",['suka'],positive
Anita Putri,"Halo tim wattpad, di sini saya ingin protes sedikit letak kesalahan Wattpad. Hanya satu, yaitu saat saya membuat sebuah cerita dan cerita itu telah disimpan, tapi saat saya kembali membuka apk wattpad ini cerita saya hilang. Bisakah tim wattpad memperbaiki sebuah bug ini? Mohon dukungannya untuk mendukung karya penulis.",3,11.15.1,2025-10-02 05:31:24,,,"halo tim wattpad, di sini saya ingin protes sedikit letak kesalahan wattpad. hanya satu, yaitu saat saya membuat sebuah cerita dan cerita itu telah disimpan, tapi saat saya kembali membuka apk wattpad ini cerita saya hilang. bisakah tim wattpad memperbaiki sebuah bug ini? mohon dukungannya untuk mendukung karya penulis.","['halo', 'tim', 'wattpad', 'di', 'sini', 'saya', 'ingin', 'protes', 'sedikit', 'letak', 'kesalahan', 'wattpad', 'hanya', 'satu', 'yaitu', 'saat', 'saya', 'membuat', 'sebuah', 'cerita', 'dan', 'cerita', 'itu', 'telah', 'disimpan', 'tapi', 'saat', 'saya', 'kembali', 'membuka', 'aplikasi', 'wattpad', 'ini', 'cerita', 'saya', 'hilang', 'bisakah', 'tim', 'wattpad', 'mem', 'per', 'baik', 'sebuah', 'bug', 'ini', 'mohon', 'du', 'kung', 'anny', 'untuk', 'mendukung', 'karya', 'penulis']","['halo', 'tim', 'wattpad', 'di', 'sini', 'saya', 'ingin', 'protes', 'sedikit', 'letak', 'salah', 'wattpad', 'hanya', 'satu', 'yaitu', 'saat', 'saya', 'buat', 'buah', 'cerita', 'dan', 'cerita', 'itu', 'telah', 'simpan', 'tapi', 'saat', 'saya', 'kembali', 'buka', 'aplikasi', 'wattpad', 'ini', 'cerita', 'saya', 'hilang', 'bisa', 'tim', 'wattpad', 'mem', 'per', 'baik', 'buah', 'bug', 'ini', 'mohon', 'du', 'kung', 'anny', 'untuk', 'dukung', 'karya', 'tulis']","['tim', 'protes', 'letak', 'yaitu', 'buah', 'cerita', 'cerita', 'simpan', 'cerita', 'hilang', 'tim', 'baik', 'buah', 'bug', 'du', 'kung', 'dukung', 'karya', 'tulis']",neutral
Liona,"bagus, tapi cerita offline di gue cuman bisa 2 bjir? kok gitu? perasaan kemarin kemarin masih bisa 25 dah, parah lu",4,,2025-10-02 04:22:27,,,"bagus, tapi cerita offline di gue cuman bisa 2 bjir? kok gitu? perasaan kemarin kemarin masih bisa 25 dah, parah lu","['bagus', 'tapi', 'cerita', 'offline', 'di', 'aku', 'cuma', 'bisa', 'bjir', 'kok', 'gitu', 'perasaan', 'kemarin', 'kemarin', 'masih', 'bisa', 'dah', 'parah', 'kamu']","['bagus', 'tapi', 'cerita', 'offline', 'di', 'aku', 'cuma', 'bisa', 'bjir', 'kok', 'gitu', 'asa', 'kemarin', 'kemarin', 'masih', 'bisa', 'dah', 'parah', 'kamu']","['cerita', 'offline', 'bjir', 'asa']",positive
Cance Anggita putri,"Wattpad lagi kenapa ya? Nge-bug , draf tiba-tiba ilang (untung kalo pake web bisa ada) udah nyoba hapus terus download lagi malah nggak bisa dibuka samsek, langsung keluar nggak ada 2 detik",3,11.15.1,2025-10-02 03:37:22,,,"wattpad lagi kenapa ya? nge-bug , draf tiba-tiba ilang (untung kalo pake web bisa ada) udah nyoba hapus terus download lagi malah nggak bisa dibuka samsek, langsung keluar nggak ada 2 detik","['wattpad', 'lagi', 'kenapa', 'iya', 'nge', 'bug', 'draft', 'tiba', 'tiba', 'hilang', 'untung', 'kalau', 'pakai', 'web', 'bisa', 'ada', 'sudah', 'nyoba', 'hapus', 'terus', 'simpan', 'lagi', 'malah', 'tidak', 'bisa', 'dibuka', 'samsek', 'langsung', 'keluar', 'tidak', 'ada', 'detik']","['wattpad', 'lagi', 'kenapa', 'iya', 'nge', 'bug', 'draft', 'tiba', 'tiba', 'hilang', 'untung', 'kalau', 'pakai', 'web', 'bisa', 'ada', 'sudah', 'nyoba', 'hapus', 'terus', 'simpan', 'lagi', 'malah', 'tidak', 'bisa', 'buka', 'samsek', 'langsung', 'keluar', 'tidak', 'ada', 'detik']","['bug', 'draft', 'hilang', 'untung', 'web', 'nyoba', 'hapus', 'simpan', 'samsek', 'keluar']",neutral
Kesya Ahaya,bagus,5,11.15.1,2025-10-02 00:04:53,,,bagus,['bagus'],['bagus'],[],positive
Helena Kolamban,daftar online dibatasi jadi 2. dari sebelumnya 25. setidaknya kasih 5 lah daftar online. aku kasih bintang lima biar kesorot,5,,2025-10-01 21:28:57,,,daftar online dibatasi jadi 2. dari sebelumnya 25. setidaknya kasih 5 lah daftar online. aku kasih bintang lima biar kesorot,"['daftar', 'online', 'dibatasi', 'jadi', 'dari', 'sebelumnya', 'setidaknya', 'kasih', 'lah', 'daftar', 'online', 'aku', 'kasih', 'bintang', 'lima', 'biar', 'kesorot']","['daftar', 'online', 'batas', 'jadi', 'dari', 'belum', 'tidak', 'kasih', 'lah', 'daftar', 'online', 'aku', 'kasih', 'bintang', 'lima', 'biar', 'sorot']","['daftar', 'online', 'batas', 'daftar', 'online', 'bintang', 'lima', 'sorot']",positive
intan Nuraeni,"diperbaiki bugnya, salin paragraf ngelag mulu. males",1,,2025-10-01 20:33:16,,,"diperbaiki bugnya, salin paragraf ngelag mulu. males","['diperbaiki', 'bug', 'salin', 'paragraf', 'lag', 'mulu', 'males']","['baik', 'bug', 'salin', 'paragraf', 'lag', 'mulu', 'males']","['baik', 'bug', 'salin', 'paragraf', 'lag', 'males']",negative
stut jack OFFICIAL,gbs d download,1,9.90.0,2025-10-01 20:17:48,,,gbs d download,"['gabisa', 'simpan']","['gabisa', 'simpan']","['gabisa', 'simpan']",negative
Soft clouds,"gak tau, bacaan nya mulai boring banget dan semua buku yang ku simpan hilang semua 😔. ada rekomendasi aplikasi novel lain gak yang genre novel nya lengkap? 🗿",1,11.15.1,2025-10-01 16:09:16,,,"gak tau, bacaan nya mulai boring banget dan semua buku yang ku simpan hilang semua 😔. ada rekomendasi aplikasi novel lain gak yang genre novel nya lengkap? 🗿","['tidak', 'tau', 'bacaan', 'nya', 'mulai', 'boring', 'banget', 'dan', 'semua', 'buku', 'yang', 'ku', 'simpan', 'hilang', 'semua', 'ada', 're', 'komen', 'dasi', 'aplikasi', 'novel', 'lain', 'tidak', 'yang', 'genre', 'novel', 'nya', 'lengkap']","['tidak', 'tau', 'baca', 'nya', 'mulai', 'boring', 'banget', 'dan', 'semua', 'buku', 'yang', 'ku', 'simpan', 'hilang', 'semua', 'ada', 're', 'komen', 'dasi', 'aplikasi', 'novel', 'lain', 'tidak', 'yang', 'genre', 'novel', 'nya', 'lengkap']","['baca', 'boring', 'buku', 'simpan', 'hilang', 're', 'komen', 'dasi', 'novel', 'genre', 'novel', 'lengkap']",negative
Rizka Nurila,"tolong di perhatikan! ini kejadian bukan pertama kalinya kuota habis gara-gara baca wattpad, padahal cuman baca, malah lebih hemat nonton apk TT dari pada baca cerita, ini masalahnya Kouta saya bukan habis satu sampai dua GB bisa lebih dari 5 GB 😭😭😭",2,10.94.1,2025-10-01 15:17:29,,,"tolong di perhatikan! ini kejadian bukan pertama kalinya kuota habis gara-gara baca wattpad, padahal cuman baca, malah lebih hemat nonton apk tt dari pada baca cerita, ini masalahnya kouta saya bukan habis satu sampai dua gb bisa lebih dari 5 gb 😭😭😭","['tolong', 'di', 'perhatikan', 'ini', 'kejadian', 'bukan', 'pertama', 'kalinya', 'kuota', 'habis', 'gara', 'gara', 'baca', 'wattpad', 'padahal', 'cuma', 'baca', 'malah', 'lebih', 'hemat', 'nonton', 'aplikasi', 'tt', 'dari', 'pada', 'baca', 'cerita', 'ini', 'masalahnya', 'kouta', 'saya', 'bukan', 'habis', 'satu', 'sampai', 'dua', 'gb', 'bisa', 'lebih', 'dari', 'gb']","['tolong', 'di', 'perhati', 'ini', 'jadi', 'bukan', 'pertama', 'kali', 'kuota', 'habis', 'gara', 'gara', 'baca', 'wattpad', 'padahal', 'cuma', 'baca', 'malah', 'lebih', 'hemat', 'nonton', 'aplikasi', 'tt', 'dari', 'pada', 'baca', 'cerita', 'ini', 'masalah', 'kouta', 'saya', 'bukan', 'habis', 'satu', 'sampai', 'dua', 'gb', 'bisa', 'lebih', 'dari', 'gb']","['perhati', 'kuota', 'baca', 'baca', 'hemat', 'nonton', 'tt', 'baca', 'cerita', 'masalah', 'kouta']",negative
Meiska Pietersz,suka gagal log in minta informasi tapi dibilang kurang padahal yang bisa dijawab cuma itu aplikasi kuontollllll,1,11.15.1,2025-10-01 14:55:18,,,suka gagal log in minta informasi tapi dibilang kurang padahal yang bisa dijawab cuma itu aplikasi kuontollllll,"['suka', 'gagal', 'login', 'in', 'minta', 'informasi', 'tapi', 'dibilang', 'kurang', 'padahal', 'yang', 'bisa', 'dijawab', 'cuma', 'itu', 'aplikasi', 'ku', 'on', 'toll']","['suka', 'gagal', 'login', 'in', 'minta', 'informasi', 'tapi', 'bilang', 'kurang', 'padahal', 'yang', 'bisa', 'jawab', 'cuma', 'itu', 'aplikasi', 'ku', 'on', 'toll']","['suka', 'gagal', 'login', 'in', 'informasi', 'on', 'toll']",negative
Naning Rahayu,"gbs login, gmn sih?",1,11.15.1,2025-10-01 13:56:30,,,"gbs login, gmn sih?","['gabisa', 'login', 'gimana', 'sih']","['gabisa', 'login', 'gimana', 'sih']","['gabisa', 'login']",negative
Jayyidah fizaaa66,bagus bangett,5,11.11.0,2025-10-01 13:51:12,,,bagus bangett,"['bagus', 'banget']","['bagus', 'banget']",[],positive
F a j a r,Ngetik banyak kesimpan di draf ilang semuaaaa!!,1,11.3.1,2025-10-01 13:47:14,,,ngetik banyak kesimpan di draf ilang semuaaaa!!,"['ngetik', 'banyak', 'kesimpan', 'di', 'draft', 'hilang', 'semua']","['ngetik', 'banyak', 'simpan', 'di', 'draft', 'hilang', 'semua']","['ngetik', 'simpan', 'draft', 'hilang']",negative
Sitirahmah Amah,"kenapa apk seseru ini sering ngebug sih, tiba-tiba keluar sendiri, ga bisa login. tolong banget ini gimana!. udah update, udah hapus chace tetep ga bisa.",1,11.15.1,2025-10-01 12:29:10,,,"kenapa apk seseru ini sering ngebug sih, tiba-tiba keluar sendiri, ga bisa login. tolong banget ini gimana!. udah update, udah hapus chace tetep ga bisa.","['kenapa', 'aplikasi', 'seseru', 'ini', 'sering', 'bug', 'sih', 'tiba', 'tiba', 'keluar', 'sendiri', 'tidak', 'bisa', 'login', 'tolong', 'banget', 'ini', 'gimana', 'sudah', 'update', 'sudah', 'hapus', 'chace', 'tetap', 'tidak', 'bisa']","['kenapa', 'aplikasi', 'seru', 'ini', 'sering', 'bug', 'sih', 'tiba', 'tiba', 'keluar', 'sendiri', 'tidak', 'bisa', 'login', 'tolong', 'banget', 'ini', 'gimana', 'sudah', 'update', 'sudah', 'hapus', 'chace', 'tetap', 'tidak', 'bisa']","['seru', 'bug', 'keluar', 'login', 'update', 'hapus', 'chace']",negative
Kenia Cahayaputri,出库跑啦骂他琵笆故事,4,,2025-10-01 11:17:07,,,出库跑啦骂他琵笆故事,"['chu', 'ku', 'pao', 'la', 'ma', 'ta', 'pi', 'ba', 'gu', 'shi']","['chu', 'ku', 'pao', 'la', 'ma', 'ta', 'pi', 'ba', 'gu', 'shi']","['chu', 'pao', 'la', 'ma', 'pi', 'ba', 'gu', 'shi']",positive
Aris Aja,"bagus,tapi saat saya tulis cerita padahal sinyal nya bagus banget tapi gak bisa di simpan dan tiba' kehapus",4,11.15.1,2025-10-01 10:51:19,,,"bagus,tapi saat saya tulis cerita padahal sinyal nya bagus banget tapi gak bisa di simpan dan tiba' kehapus","['bagus', 'tapi', 'saat', 'saya', 'tulis', 'cerita', 'padahal', 'sinyal', 'nya', 'bagus', 'banget', 'tapi', 'tidak', 'bisa', 'di', 'simpan', 'dan', 'tiba', 'kehapus']","['bagus', 'tapi', 'saat', 'saya', 'tulis', 'cerita', 'padahal', 'sinyal', 'nya', 'bagus', 'banget', 'tapi', 'tidak', 'bisa', 'di', 'simpan', 'dan', 'tiba', 'hapus']","['tulis', 'cerita', 'sinyal', 'simpan', 'hapus']",positive
